userTier,priorityScore,canonicalForm,displayForm,identityKey,unitType,caseProfile,sourceDisambiguator,sourceBookCount,sourceFamilyCount,sourceCategories,sourceFamilies,sourceBooks,qualityStatus,crosslinkTargets,normalizationFlags,lexicalUnitId
A1,660,designate,designate,designate,lexeme_candidate,normal,,35,17,advanced_exam;business_exam;cefr_course;domain_it;domestic_exam;general_core;general_expansion;international_exam,course:duolingo;domain:it;exam:bec;exam:cet6;exam:gmat;exam:gre;exam:ielts;exam:kaoyan;exam:pte;exam:sat;exam:tem4;exam:tem8;exam:toefl;exam:toeic;reference:essential4000;reference:macmillan7000;reference:oxford5000,2024HongBao_T1.json;2025KaoYanHongBaoShu.json;4000_Essential_English_Words-meaning.json;926.json;BEC_2_T.json;BEC_3_T.json;CET6_T.json;DanCiDeJianFa_6.json;DanCiDeMimi_1.json;DanCiDeMimi_2.json;Duolingo_Vocabulary_C1.json;GMAT_3_T.json;GRE3000_3_T.json;GRE_3_T.json;IELTSVocabularyBible.json;IELTS_disorder.json;KaoYanShanGuo_2023.json;KaoYan_2024.json;KaoYan_3_T.json;Level4luan_2_T.json;Level8luan_2_T.json;Macmillan7000.json;Oxford5000.json;PTE_FIB_R_senior.json;SAT_3_T.json;TOEFL_3_T.json;TOEFL_ZhangHongYan.json;TOEIC.json;ZaiYaoNiMing_GRE3000.json;gre-ciyileiji.json;hongbaoshu-2026.json;it-words.json;itVocabulary.json;kaoyanshanguo2025.json;xinghuoqiaoji_6.json,conflicting_variants,{},,lu:24295b59d79391a5b8
A1,660,deteriorate,deteriorate,deteriorate,lexeme_candidate,normal,,41,18,advanced_exam;business_exam;cefr_course;domestic_exam;general_core;general_course;general_expansion;international_exam,course:duolingo;course:new-concept;exam:bec;exam:cet4;exam:cet6;exam:gmat;exam:gre;exam:ielts;exam:kaoyan;exam:pte;exam:sat;exam:self-study;exam:tem4;exam:tem8;exam:toefl;reference:essential4000;reference:macmillan7000;reference:oxford5000,2024HongBao_T1.json;2025KaoYanHongBaoShu.json;4000_Essential_English_Words-meaning.json;926.json;BEC_2_T.json;BEC_3_T.json;CET6_T.json;DanCiDeJianFa_4.json;DanCiDeJianFa_6.json;DanCiDeMimi_1.json;DuckCircle_IELTS.json;Duolingo_Vocabulary_C1.json;English_II.json;GMAT_3_T.json;GRE_3_T.json;IELTSKingLu807.json;IELTSVocabularyBible.json;IELTS_3_T.json;IELTS_XDF_7000.json;IELTS_disorder.json;KaoYanShanGuo_2023.json;KaoYan_2024.json;KaoYan_3_T.json;Level4luan_2_T.json;Level8luan_2_T.json;Macmillan7000.json;Oxford5000.json;PTE_Advanced_apeuni.json;PTE_FIB_R_senior.json;PTE_Read_apeuni.json;PTE_senior.json;SAT_3_T.json;TOEFL_3_T.json;gre-ciyileiji.json;hongbaoshu-2026.json;ielts-807.json;kaoyanshanguo2025.json;nce-new-4.json;self-study_English3.json;xinghuoqiaoji_4.json;xinghuoqiaoji_6.json,unreviewed,{},,lu:4188783cdbdadf707d
A1,660,differentiate,differentiate,differentiate,lexeme_candidate,normal,,32,16,advanced_exam;business_exam;cefr_course;domain_it;domestic_exam;general_core;general_course;general_expansion;international_exam,course:duolingo;course:reading-explorer;domain:it;exam:bec;exam:cet6;exam:gmat;exam:gre;exam:ielts;exam:kaoyan;exam:pte;exam:sat;exam:tem8;exam:toefl;reference:essential4000;reference:macmillan7000;reference:oxford5000,2025KaoYanHongBaoShu.json;4000_Essential_English_Words-meaning.json;926.json;BEC_2_T.json;BEC_3_T.json;CET6_T.json;DanCiDeMimi_1.json;DanCiDeMimi_2.json;Duolingo_Vocabulary_C1.json;GMAT_3_T.json;GRE_3_T.json;IELTSVocabularyBible.json;IELTS_3_T.json;IELTS_XDF_7000.json;IELTS_disorder.json;KaoYanShanGuo_2023.json;KaoYan_2024.json;KaoYan_3_T.json;Level8luan_2_T.json;Macmillan7000.json;Oxford5000.json;PTE_Advanced_apeuni.json;PTE_senior.json;ReadingExplorer3.json;SAT_3_T.json;TOEFL_3_T.json;gre-ciyileiji.json;hongbaoshu-2026.json;it-words.json;itVocabulary.json;kaoyanshanguo2025.json;xinghuoqiaoji_6.json,conflicting_variants,{},,lu:c238df9fba0e10f51a
A1,660,diminish,diminish,diminish,lexeme_candidate,normal,,38,15,advanced_exam;business_exam;cefr_course;domestic_exam;general_core;general_course;general_expansion;international_exam,course:duolingo;course:new-concept;exam:bec;exam:cet6;exam:gmat;exam:gre;exam:ielts;exam:kaoyan;exam:pte;exam:tem4;exam:tem8;exam:toefl;reference:essential4000;reference:macmillan7000;reference:oxford5000,2024HongBao_T1.json;2025KaoYanHongBaoShu.json;4000_Essential_English_Words-meaning.json;BEC_2_T.json;BEC_3_T.json;CET6_T.json;DanCiDeJianFa_6.json;DanCiDeMimi_1.json;DanCiDeMimi_2.json;DuckCircle_IELTS.json;Duolingo_Vocabulary_C1.json;GMAT_3_T.json;GRE-computer-based-test.json;GRE3000_3_T.json;GRE_3_T.json;IELTSVocabularyBible.json;IELTS_3_T.json;IELTS_XDF_7000.json;IELTS_disorder.json;KaoYanShanGuo_2023.json;KaoYan_2024.json;KaoYan_3_T.json;Level4luan_2_T.json;Level8luan_2_T.json;Macmillan7000.json;Oxford5000.json;PTE_Advanced_apeuni.json;PTE_FIB_R_senior.json;PTE_senior.json;TOEFL_3_T.json;TOEFL_ZhangHongYan.json;ZaiYaoNiMing_GRE3000.json;gre-ciyileiji.json;hongbaoshu-2026.json;ielts-real-high.json;kaoyanshanguo2025.json;nce-new-3.json;xinghuoqiaoji_6.json,conflicting_variants,{},,lu:beb2f13768653b9315
A1,660,discard,discard,discard,lexeme_candidate,normal,,44,19,advanced_exam;business_exam;cefr_course;domain_it;domestic_exam;general_core;general_course;general_expansion;international_exam,course:duolingo;course:new-concept;domain:it;exam:bec;exam:cet4;exam:cet6;exam:gmat;exam:gre;exam:ielts;exam:kaoyan;exam:pte;exam:public-english;exam:self-study;exam:tem4;exam:tem8;exam:toefl;exam:toeic;reference:essential4000;reference:oxford5000,2025KaoYanHongBaoShu.json;4000_Essential_English_Words-meaning.json;BEC_2_T.json;BEC_3_T.json;CET-4-frequency.json;CET4_T.json;CET6_T.json;DanCiDeJianFa_6.json;DanCiDeMimi_1.json;DanCiDeMimi_2.json;DuckCircle_IELTS.json;Duolingo_Vocabulary_C1.json;English_II.json;GMAT_3_T.json;GRE-computer-based-test.json;IELTSVocabularyBible.json;IELTS_3_T.json;IELTS_disorder.json;KaoYanShanGuo_2023.json;KaoYan_2024.json;KaoYan_3_T.json;Level4luan_2_T.json;Level8luan_2_T.json;Oxford5000.json;PETS3-2023.json;PTE_Advanced_apeuni.json;PTE_Basic_apeuni.json;PTE_FIB_R_junior.json;PTE_junior.json;PTE_senior.json;TOEFL_3_T.json;TOEFL_ZhangHongYan.json;TOEIC.json;adult-self-study-examination.json;gre-ciyileiji.json;hongbaoshu-2026.json;ielts-real-high.json;it-words.json;itVocabulary.json;kaoyanshanguo2025.json;nce-new-3.json;self-study_English3.json;xinghuoqiaoji_4.json;xinghuoqiaoji_6.json,conflicting_variants,{},,lu:4d85d530a2880354b9
A1,660,distort,distort,distort,lexeme_candidate,normal,,34,16,advanced_exam;business_exam;cefr_course;domestic_exam;general_core;general_course;general_expansion;international_exam,course:duolingo;course:new-concept;exam:bec;exam:cet6;exam:gmat;exam:gre;exam:ielts;exam:kaoyan;exam:sat;exam:tem4;exam:tem8;exam:toefl;exam:transfer-student;reference:essential4000;reference:macmillan7000;reference:oxford5000,2024HongBao_T1.json;2025KaoYanHongBaoShu.json;4000_Essential_English_Words-meaning.json;926.json;BEC_2_T.json;BEC_3_T.json;CET6_T.json;DanCiDeJianFa_6.json;DanCiDeMimi_1.json;DuckCircle_IELTS.json;Duolingo_Vocabulary_C1.json;GMAT_3_T.json;GRE3000_3_T.json;GRE_1500.json;GRE_3_T.json;IELTS_3_T.json;IELTS_disorder.json;KaoYanShanGuo_2023.json;KaoYan_2024.json;KaoYan_3_T.json;Level4luan_2_T.json;Level8luan_2_T.json;Macmillan7000.json;Oxford5000.json;SAT_3_T.json;TOEFL_3_T.json;TOEFL_ZhangHongYan.json;ZaiYaoNiMing_GRE3000.json;gre-ciyileiji.json;hongbaoshu-2026.json;kaoyanshanguo2025.json;nce-new-4.json;xinghuoqiaoji_6.json;zhuan-cha-ben.json,conflicting_variants,{},,lu:30ff2f26dcec420e02
A1,660,disturb,disturb,disturb,lexeme_candidate,normal,,40,21,advanced_exam;business_exam;cefr_course;domestic_exam;general_core;general_course;general_expansion;international_exam,course:duolingo;course:new-concept;exam:bec;exam:cet4;exam:cet6;exam:gaokao;exam:gmat;exam:ielts;exam:kaoyan;exam:pte;exam:public-english;exam:sat;exam:self-study;exam:tem8;exam:toefl;exam:transfer-student;reference:classroom3000;reference:essential4000;reference:longman3000;reference:macmillan7000;reference:oxford5000,2025KaoYanHongBaoShu.json;3000_ClassRoom_English_Words.json;4000_Essential_English_Words-meaning.json;926.json;BEC_2_T.json;BEC_3_T.json;CET-4-frequency.json;CET4_T.json;DanCiDeJianFa_6.json;DanCiDeMimi_1.json;DanCiDeMimi_2.json;Duolingo_Vocabulary_B2.json;English_II.json;GMAT_3_T.json;GaoKao_3500.json;HeQiong_IELTS.json;IELTSVocabularyBible.json;IELTS_3_T.json;IELTS_disorder.json;KaoYanShanGuo_2023.json;KaoYan_3_T.json;Level8luan_2_T.json;Longman_Communication_3000.json;Macmillan7000.json;Oxford5000.json;PETS3-2023.json;PETS_3.json;PTE_Basic_apeuni.json;PTE_FIB_L.json;PTE_junior.json;SAT_3_T.json;TOEFL_3_T.json;adult-self-study-examination.json;gaokao-yuedu-gaopin.json;hongbaoshu-2026.json;kaoyanshanguo2025.json;nce-new-3.json;self-study_English3.json;xinghuoqiaoji_6.json;zhuan-cha-ben.json,conflicting_variants,{},,lu:66d2567a033f1c360e
A1,660,entitle,entitle,entitle,lexeme_candidate,normal,,43,21,advanced_exam;business_exam;cefr_course;domestic_exam;general_core;general_course;general_expansion;international_exam,course:duolingo;course:new-concept;exam:bec;exam:cet4;exam:cet6;exam:gaokao;exam:gmat;exam:gre;exam:ielts;exam:kaoyan;exam:pte;exam:public-english;exam:tem4;exam:tem8;exam:toefl;exam:toeic;reference:classroom3000;reference:essential4000;reference:longman3000;reference:macmillan7000;reference:oxford5000,2025KaoYanHongBaoShu.json;3000_ClassRoom_English_Words.json;4000_Essential_English_Words-meaning.json;926.json;BEC_2_T.json;BEC_3_T.json;CET-4-frequency.json;CET4_T.json;CET6_T.json;DanCiDeJianFa_4.json;DanCiDeMimi_1.json;DanCiDeMimi_2.json;DuckCircle_IELTS.json;Duolingo_Vocabulary_C1.json;GMAT_3_T.json;GRE_3_T.json;IELTSVocabularyBible.json;IELTS_3_T.json;IELTS_XDF_7000.json;IELTS_disorder.json;KaoYanShanGuo_2023.json;KaoYan_2024.json;KaoYan_3_T.json;Level4luan_2_T.json;Level8luan_2_T.json;Longman_Communication_3000.json;Macmillan7000.json;Oxford5000.json;PETS3-2023.json;PTE_Basic_apeuni.json;PTE_FIB_R_junior.json;PTE_junior.json;TOEFL_3_T.json;TOEFL_ZhangHongYan.json;TOEIC.json;gaokao-yuedu-gaopin.json;gre-ciyileiji.json;hongbaoshu-2026.json;ielts-real-high.json;kaoyanshanguo2025.json;nce-new-2.json;xinghuoqiaoji_4.json;xinghuoqiaoji_6.json,conflicting_variants,{},,lu:7a331fc19c3cb33668
A1,660,equation,equation,equation,lexeme_candidate,normal,,38,17,advanced_exam;business_exam;cefr_course;domain_it;domestic_exam;general_core;general_expansion;international_exam,course:duolingo;domain:it;exam:bec;exam:cet4;exam:cet6;exam:gaokao;exam:gre;exam:ielts;exam:kaoyan;exam:pte;exam:public-english;exam:sat;exam:tem8;exam:toefl;reference:essential4000;reference:macmillan7000;reference:oxford5000,2025KaoYanHongBaoShu.json;4000_Essential_English_Words-meaning.json;BEC_2_T.json;BEC_3_T.json;CET-4-frequency.json;CET4_T.json;DanCiDeJianFa_6.json;DanCiDeMimi_1.json;DanCiDeMimi_2.json;Duolingo_Vocabulary_C1.json;GRE_3_T.json;IELTSVocabularyBible.json;IELTS_3_T.json;IELTS_XDF_7000.json;IELTS_disorder.json;KaoYan_2024.json;KaoYan_3_T.json;Level8luan_2_T.json;Macmillan7000.json;Oxford5000.json;PETS3-2023.json;PTE_Advanced_apeuni.json;PTE_Basic_apeuni.json;PTE_FIB_L.json;PTE_Listening_apeuni.json;PTE_junior.json;PTE_senior.json;SAT_3_T.json;TOEFL_3_T.json;TOEFL_ZhangHongYan.json;gaokao-yuedu-gaopin.json;gre-ciyileiji.json;hongbaoshu-2026.json;it-words.json;itVocabulary.json;kaoyanshanguo2025.json;xinghuoqiaoji_4.json;xinghuoqiaoji_6.json,conflicting_variants,{},,lu:501d483b0c6d29cf0c
A1,660,exclusive,exclusive,exclusive,lexeme_candidate,normal,,42,18,advanced_exam;business_exam;cefr_course;domain_it;domestic_exam;general_core;general_course;general_expansion;international_exam;vocabulary_builder,course:duolingo;course:new-concept;domain:it;exam:bec;exam:cet4;exam:cet6;exam:gaokao;exam:gre;exam:ielts;exam:kaoyan;exam:pte;exam:sat;exam:tem8;exam:toefl;reference:essential4000;reference:macmillan7000;reference:merriam-builder;reference:oxford5000,2024HongBao_T1.json;2025KaoYanHongBaoShu.json;4000_Essential_English_Words-meaning.json;926.json;BEC_2_T.json;BEC_3_T.json;CET-4-frequency.json;CET4_T.json;CET6_T.json;DanCiDeMimi_1.json;DanCiDeMimi_2.json;DuckCircle_IELTS.json;Duolingo_Vocabulary_C1.json;GRE_3_T.json;HeQiong_IELTS.json;IELTS_3_T.json;IELTS_XDF_7000.json;IELTS_disorder.json;KaoYanShanGuo_2023.json;KaoYan_2024.json;KaoYan_3_T.json;Level8luan_2_T.json;Macmillan7000.json;Merriam_Webster_sVocabularyBuilder.json;Oxford5000.json;PTE_Advanced_apeuni.json;PTE_Basic_apeuni.json;PTE_Read_apeuni.json;PTE_WFD.json;PTE_junior.json;PTE_senior.json;SAT_3_T.json;TOEFL_3_T.json;TOEFL_ZhangHongYan.json;gaokao-yuedu-gaopin.json;gre-ciyileiji.json;hongbaoshu-2026.json;it-words.json;itVocabulary.json;kaoyanshanguo2025.json;nce-new-3.json;xinghuoqiaoji_4.json,conflicting_variants,{},,lu:4ce53160ad58ebd6ce
A1,660,execute,execute,execute,lexeme_candidate,normal,,37,21,advanced_exam;business_exam;cefr_course;domain_it;domestic_exam;general_core;general_course;general_expansion;international_exam,course:duolingo;course:voa;domain:it;exam:bec;exam:cet4;exam:cet6;exam:gmat;exam:gre;exam:ielts;exam:kaoyan;exam:pte;exam:public-english;exam:sat;exam:self-study;exam:tem4;exam:tem8;exam:toefl;exam:transfer-student;reference:essential4000;reference:macmillan7000;reference:oxford5000,2024HongBao_T1.json;2025KaoYanHongBaoShu.json;4000_Essential_English_Words-meaning.json;BEC_2_T.json;BEC_3_T.json;CET-4-frequency.json;CET4_T.json;CET6_T.json;DanCiDeJianFa_4.json;Duolingo_Vocabulary_C1.json;English_II.json;GMAT_3_T.json;GRE_3_T.json;IELTSVocabularyBible.json;IELTS_3_T.json;IELTS_XDF_7000.json;IELTS_disorder.json;KaoYan_3_T.json;Level4luan_2_T.json;Level8luan_2_T.json;Macmillan7000.json;Oxford5000.json;PETS3-2023.json;PTE_Basic_apeuni.json;PTE_junior.json;SAT_3_T.json;TOEFL_3_T.json;adult-self-study-examination.json;gre-ciyileiji.json;hongbaoshu-2026.json;it-words.json;itVocabulary.json;self-study_English3.json;voa.json;xinghuoqiaoji_4.json;xinghuoqiaoji_6.json;zhuan-cha-ben.json,conflicting_variants,{},,lu:07b07677821bb5b0a3
A1,660,expansion,expansion,expansion,lexeme_candidate,normal,,47,19,advanced_exam;business_exam;cefr_course;domain_it;domestic_exam;general_core;general_expansion;international_exam,course:duolingo;domain:it;exam:bec;exam:cet4;exam:cet6;exam:gaokao;exam:gre;exam:ielts;exam:kaoyan;exam:pte;exam:public-english;exam:self-study;exam:tem4;exam:tem8;exam:toefl;exam:toeic;reference:longman3000;reference:macmillan7000;reference:oxford5000,2024HongBao_T2.json;2025KaoYanHongBaoShu.json;BEC_2_T.json;BEC_3_T.json;CET-4-frequency.json;CET4_T.json;CET6_T.json;DanCiDeJianFa_6.json;DanCiDeMimi_1.json;DuckCircle_IELTS.json;Duolingo_Vocabulary_B2.json;English_II.json;GRE-computer-based-test.json;GRE_equivalent.json;HeQiong_IELTS.json;IELTSKingLu807.json;IELTS_3_T.json;IELTS_XDF_7000.json;IELTS_disorder.json;KaoYanShanGuo_2023.json;KaoYan_2024.json;KaoYan_3_T.json;Level4luan_2_T.json;Level8luan_2_T.json;Longman_Communication_3000.json;Macmillan7000.json;Oxford5000.json;PETS3-2023.json;PETS_3.json;PTE_Advanced_apeuni.json;PTE_Basic_apeuni.json;PTE_FIB_L.json;PTE_FIB_R_junior.json;PTE_Listening_apeuni.json;PTE_Read_apeuni.json;PTE_WFD.json;PTE_junior.json;PTE_senior.json;TOEFL_3_T.json;TOEIC.json;gaokao-yuedu-gaopin.json;hongbaoshu-2026.json;ielts-807.json;it-words.json;itVocabulary.json;kaoyanshanguo2025.json;self-study_English3.json,conflicting_variants,{},,lu:38b1df83d09aa4c521
A1,660,extract,extract,extract,lexeme_candidate,normal,,42,16,advanced_exam;business_exam;cefr_course;domain_it;domestic_exam;general_core;general_course;general_expansion;international_exam,course:duolingo;course:yilin;domain:it;exam:bec;exam:cet6;exam:gmat;exam:gre;exam:ielts;exam:kaoyan;exam:pte;exam:tem4;exam:tem8;exam:toefl;reference:essential4000;reference:macmillan7000;reference:oxford5000,2025KaoYanHongBaoShu.json;4000_Essential_English_Words-meaning.json;926.json;BEC_2_T.json;BEC_3_T.json;CET6_T.json;DanCiDeJianFa_6.json;DanCiDeMimi_1.json;DuckCircle_IELTS.json;Duolingo_Vocabulary_B2.json;Duolingo_Vocabulary_C1.json;GMAT_3_T.json;GRE3000_3_T.json;GRE_1500.json;GRE_3_T.json;IELTSVocabularyBible.json;IELTS_3_T.json;IELTS_XDF_7000.json;IELTS_disorder.json;KaoYanShanGuo_2023.json;KaoYan_2024.json;KaoYan_3_T.json;Level4luan_2_T.json;Level8luan_2_T.json;Macmillan7000.json;Oxford5000.json;PTE_Advanced_apeuni.json;PTE_FIB_R_senior.json;PTE_Read_apeuni.json;PTE_WFD.json;PTE_senior.json;TOEFL_3_T.json;TOEFL_ZhangHongYan.json;YiLin_3.json;ZaiYaoNiMing_GRE3000.json;gre-ciyileiji.json;hongbaoshu-2026.json;ielts-real-high.json;it-words.json;itVocabulary.json;kaoyanshanguo2025.json;xinghuoqiaoji_6.json,conflicting_variants,{},,lu:beb9794dcc1d024d78
A1,660,facilitate,facilitate,facilitate,lexeme_candidate,normal,,41,20,advanced_exam;business_exam;cefr_course;domestic_exam;general_core;general_course;general_expansion;international_exam;vocabulary_builder,course:duolingo;course:new-concept;course:reading-explorer;exam:bec;exam:cet4;exam:cet6;exam:gmat;exam:gre;exam:ielts;exam:kaoyan;exam:pte;exam:sat;exam:tem4;exam:tem8;exam:toefl;exam:toeic;reference:essential4000;reference:macmillan7000;reference:merriam-builder;reference:oxford5000,2025KaoYanHongBaoShu.json;4000_Essential_English_Words-meaning.json;926.json;BEC_2_T.json;BEC_3_T.json;CET6_T.json;DanCiDeJianFa_4.json;DanCiDeMimi_1.json;Duolingo_Vocabulary_C1.json;GMAT_3_T.json;GRE-computer-based-test.json;GRE3000_3_T.json;GRE_1500.json;GRE_3_T.json;GRE_equivalent.json;IELTSVocabularyBible.json;IELTS_3_T.json;IELTS_XDF_7000.json;IELTS_disorder.json;KaoYanShanGuo_2023.json;KaoYan_2024.json;KaoYan_3_T.json;Level4luan_2_T.json;Level8luan_2_T.json;Macmillan7000.json;Merriam_Webster_sVocabularyBuilder.json;Oxford5000.json;PTE_Advanced_apeuni.json;PTE_FIB_R_senior.json;PTE_Read_apeuni.json;PTE_senior.json;ReadingExplorer3.json;SAT_3_T.json;TOEFL_3_T.json;TOEIC.json;ZaiYaoNiMing_GRE3000.json;gre-ciyileiji.json;hongbaoshu-2026.json;kaoyanshanguo2025.json;nce-new-4.json;xinghuoqiaoji_4.json,unreviewed,{},,lu:a3c8eb2cf52e4f1289
A1,660,fiction,fiction,fiction,lexeme_candidate,normal,,42,20,domestic_exam;general_core;general_course;general_expansion;international_exam;school_high;school_junior,course:new-concept;course:yilin;curriculum:high;curriculum:junior;exam:cet4;exam:cet6;exam:gaokao;exam:ielts;exam:kaoyan;exam:pte;exam:public-english;exam:self-study;exam:tem4;exam:tem8;exam:toefl;exam:zhongkao;reference:classroom3000;reference:essential4000;reference:macmillan7000;reference:oxford3000,2024HongBao_T2.json;2025KaoYanHongBaoShu.json;3000_ClassRoom_English_Words.json;4000_Essential_English_Words-meaning.json;926.json;BeiShiGaoZhong_4_T.json;CET-4-frequency.json;CET4_T.json;CET6_T.json;DanCiDeJianFa_4.json;GaoKao_3500.json;HeQiong_IELTS.json;IELTSVocabularyBible.json;IELTS_3_T.json;IELTS_disorder.json;IELTS_tinglichangjing.json;KaoYan_2024.json;KaoYan_3_T.json;Level4luan_2_T.json;Level8luan_2_T.json;Macmillan7000.json;Oxford3000.json;PEPChuZhong8_2_T.json;PEPGaoZhong_7_T.json;PETS3-2023.json;PETS_3.json;PTE_Advanced_apeuni.json;PTE_Basic_apeuni.json;PTE_junior.json;PTE_senior.json;TOEFL_3_T.json;TOEFL_ZhangHongYan.json;YiLin_2.json;ZhongKaoHeXin.json;adult-self-study-examination.json;hongbaoshu-2026.json;ielts-real-high.json;jiJiao9.json;kaoyanshanguo2025.json;nce-new-3.json;pet-vacabulary-list-2024.json;xinghuoqiaoji_6.json,conflicting_variants,{},,lu:98657a497b3371a76c
A1,660,fifteen,fifteen,fifteen,lexeme_candidate,normal,,24,15,domestic_exam;frequency_core;general_core;general_course;general_expansion;international_exam;school_junior;school_primary,course:cambridge-join-in;curriculum:junior;curriculum:primary;exam:cet6;exam:gaokao;exam:ielts;exam:kaoyan;exam:public-english;exam:self-study;exam:tem8;exam:transfer-student;exam:zhongkao;frequency:frequent-series;reference:oxford3000;reference:oxford5000,2025KaoYanHongBaoShu.json;Cambridge_JOIN_IN.json;English_II.json;GaoKao_3500.json;IELTS_disorder.json;Level8luan_2_T.json;Oxford3000.json;Oxford5000.json;PEPChuZhong7_1_T.json;PEPXiaoXue3_2_T.json;PEP_SL_XiaoXue2_2_t.json;PETS3-2023.json;WaiYanSheChuZhong_1_T.json;WaiYanSheChuZhong_3-Volume-down.json;ZhongKaoHeXin.json;adult-self-study-examination.json;beijing_junior_high_school.json;frequently_used_word01.json;jiJiao3-2.json;jiJiao7-1.json;self-study_English3.json;waiyan-xin-5-1.json;xinghuoqiaoji_6.json;zhuan-cha-ben.json,unreviewed,{},,lu:84a694f7dfdfefbae0
A1,660,fluid,fluid,fluid,lexeme_candidate,normal,,29,19,advanced_exam;cefr_course;domestic_exam;general_core;general_course;general_expansion;international_exam;school_high,course:duolingo;course:voa;curriculum:high;exam:cet4;exam:cet6;exam:gmat;exam:gre;exam:ielts;exam:kaoyan;exam:pte;exam:public-english;exam:sat;exam:self-study;exam:tem4;exam:tem8;exam:toefl;reference:essential4000;reference:macmillan7000;reference:oxford5000,2025KaoYanHongBaoShu.json;4000_Essential_English_Words-meaning.json;CET-4-frequency.json;CET4_T.json;Duolingo_Vocabulary_C1.json;GMAT_3_T.json;GRE_3_T.json;HeQiong_IELTS.json;IELTSVocabularyBible.json;IELTS_disorder.json;KaoYan_3_T.json;Level4luan_2_T.json;Level8luan_2_T.json;Macmillan7000.json;Oxford5000.json;PEPGaoZhong_6_T.json;PETS3-2023.json;PTE_Basic_apeuni.json;PTE_FIB_R_junior.json;PTE_junior.json;SAT_3_T.json;TOEFL_3_T.json;adult-self-study-examination.json;hongbaoshu-2026.json;ielts-807.json;kaoyanshanguo2025.json;voa.json;xinghuoqiaoji_4.json;xinghuoqiaoji_6.json,conflicting_variants,{},,lu:1e46d0670494a2f1b5
A1,660,folk,folk,folk,lexeme_candidate,normal,,34,17,cefr_course;domestic_exam;general_core;general_expansion;international_exam;school_high;school_junior,course:duolingo;curriculum:high;curriculum:junior;exam:cet4;exam:cet6;exam:gaokao;exam:ielts;exam:kaoyan;exam:pte;exam:public-english;exam:self-study;exam:tem8;exam:transfer-student;reference:classroom3000;reference:longman3000;reference:macmillan7000;reference:oxford3000,2024HongBao_T1.json;2025KaoYanHongBaoShu.json;3000_ClassRoom_English_Words.json;926.json;BeiShiGaoZhong_2_T.json;CET-4-frequency.json;CET4_T.json;DanCiDeJianFa_4.json;DanCiDeMimi_1.json;DanCiDeMimi_2.json;Duolingo_Vocabulary_B1.json;English_II.json;GaoKao_3500.json;HeQiong_IELTS.json;IELTSVocabularyBible.json;IELTS_disorder.json;KaoYan_3_T.json;Level8luan_2_T.json;Longman_Communication_3000.json;Macmillan7000.json;Newwaiyan7-2.json;Oxford3000.json;PEPChuZhong9_1_T.json;PEPGaoZhong_2_T.json;PETS3-2023.json;PTE_Basic_apeuni.json;PTE_FIB_L.json;PTE_junior.json;adult-self-study-examination.json;beijing_junior_high_school.json;hongbaoshu-2026.json;self-study_English3.json;xinghuoqiaoji_6.json;zhuan-cha-ben.json,conflicting_variants,{},,lu:992597fe26257d0930
A1,660,forest,forest,forest,lexeme_candidate,normal,,37,20,domestic_exam;general_core;general_course;general_expansion;international_exam;school_junior;school_primary,course:cambridge-join-in;course:new-concept;course:voa;curriculum:junior;curriculum:primary;exam:cet6;exam:gaokao;exam:ielts;exam:kaoyan;exam:pte;exam:public-english;exam:self-study;exam:tem8;exam:transfer-student;exam:zhongkao;reference:classroom3000;reference:longman3000;reference:macmillan7000;reference:oxford3000;reference:oxford5000,2025KaoYanHongBaoShu.json;3000_ClassRoom_English_Words.json;Cambridge_JOIN_IN.json;English_II.json;GaoKao_3500.json;IELTSKingLu807.json;IELTS_disorder.json;Level8luan_2_T.json;Longman_Communication_3000.json;Macmillan7000.json;Newwaiyan7-1.json;Oxford3000.json;Oxford5000.json;PEPChuZhong7_2_T.json;PEPXiaoXue5_1_T.json;PEP_SL_XiaoXue6_1_t.json;PETS3-2023.json;PETS_3.json;PTE_Advanced_apeuni.json;PTE_Listening_apeuni.json;PTE_senior.json;WaiYanSheChuZhong_2_T.json;ZhongKaoHeXin.json;adult-self-study-examination.json;beijing_junior_high_school.json;hongbaoshu-2026.json;ielts-807.json;jiJiao7-1.json;ket2021.json;nce-new-2.json;pet-vacabulary-list-2024.json;self-study_English1.json;self-study_English2.json;self-study_English3.json;voa.json;xinghuoqiaoji_6.json;zhuan-cha-ben.json,unreviewed,{},,lu:36d44209bb0bc09ef1
